ProjectName;Filename;Classname;LOC;Visibility;IsMock;Extensions;Implementations;PrivateMethods;ProtectedMethods;PackageMethods;PublicMethods;TotalMethods;IsStaticClass;MethodOverrides
lucene-solr;lucene-solr/lucene/suggest/src/test/org/apache/lucene/search/suggest/analyzing/FuzzySuggesterTest.java;MockTokenEatingAnalyzer;22;private;True;1;0;0;0;0;1;1;True;1
lucene-solr;lucene-solr/lucene/suggest/src/test/org/apache/lucene/search/suggest/analyzing/AnalyzingSuggesterTest.java;MockTokenEatingAnalyzer;23;private;True;1;0;0;0;0;1;1;True;1
lucene-solr;lucene-solr/lucene/suggest/src/test/org/apache/lucene/search/spell/TestSpellChecker.java;SpellCheckerMock;21;package;True;1;0;0;0;1;0;1;False;1
lucene-solr;lucene-solr/lucene/queryparser/src/test/org/apache/lucene/queryparser/util/QueryParserTestBase.java;MockCollationFilter;19;private;True;1;0;0;0;0;1;1;True;1
lucene-solr;lucene-solr/lucene/queryparser/src/test/org/apache/lucene/queryparser/util/QueryParserTestBase.java;MockCollationAnalyzer;11;private;True;1;0;0;1;0;1;2;True;2
lucene-solr;lucene-solr/lucene/queryparser/src/test/org/apache/lucene/queryparser/classic/TestMultiFieldQueryParser.java;MockSynonymAnalyzer;7;private;True;1;0;0;0;0;1;1;True;1
lucene-solr;lucene-solr/lucene/queryparser/src/test/org/apache/lucene/queryparser/classic/TestQueryParser.java;MockCJKSynonymFilter;27;protected;True;1;0;0;0;0;1;1;True;1
lucene-solr;lucene-solr/lucene/queryparser/src/test/org/apache/lucene/queryparser/classic/TestQueryParser.java;MockCJKSynonymAnalyzer;7;package;True;1;0;0;1;0;0;1;True;1
lucene-solr;lucene-solr/lucene/codecs/src/test/org/apache/lucene/codecs/lucene84/MockTermStateFactory.java;MockTermStateFactory;9;public;True;0;0;0;0;0;1;1;False;0
lucene-solr;lucene-solr/lucene/codecs/src/test/org/apache/lucene/codecs/uniformsplit/TestTermBytesComparator.java;MockBlockReader;44;package;True;1;0;0;4;1;0;5;False;4
lucene-solr;lucene-solr/lucene/codecs/src/test/org/apache/lucene/codecs/uniformsplit/sharedterms/STBlockReaderTest.java;MockSTBlockLine;16;private;True;1;0;0;0;1;0;1;True;0
lucene-solr;lucene-solr/lucene/codecs/src/test/org/apache/lucene/codecs/uniformsplit/sharedterms/STBlockReaderTest.java;MockSTBlockReader;104;private;True;1;0;0;5;3;0;8;True;5
lucene-solr;lucene-solr/lucene/codecs/src/test/org/apache/lucene/codecs/uniformsplit/sharedterms/STBlockReaderTest.java;MockBlockHeader;6;private;True;1;0;0;0;0;0;0;True;0
lucene-solr;lucene-solr/lucene/core/src/test/org/apache/lucene/codecs/perfield/TestPerFieldPostingsFormat2.java;MockCodec;13;public;True;1;0;0;0;0;1;1;True;1
lucene-solr;lucene-solr/lucene/core/src/test/org/apache/lucene/util/TestIOUtils.java;MockFileStore;69;package;True;1;0;0;0;0;11;11;True;11
lucene-solr;lucene-solr/lucene/core/src/test/org/apache/lucene/util/TestIOUtils.java;MockLinuxFileSystemProvider;78;package;True;1;0;0;1;2;1;4;True;2
lucene-solr;lucene-solr/lucene/core/src/test/org/apache/lucene/util/TestQueryBuilder.java;MockSynonymAnalyzer;7;package;True;1;0;0;1;0;0;1;True;1
lucene-solr;lucene-solr/lucene/core/src/test/org/apache/lucene/util/TestQueryBuilder.java;MockCJKSynonymFilter;27;protected;True;1;0;0;0;0;1;1;True;1
lucene-solr;lucene-solr/lucene/core/src/test/org/apache/lucene/util/TestQueryBuilder.java;MockCJKSynonymAnalyzer;7;package;True;1;0;0;1;0;0;1;True;1
lucene-solr;lucene-solr/lucene/core/src/test/org/apache/lucene/util/TestQueryBuilder.java;MockBoostTokenFilter;20;private;True;1;0;0;0;0;1;1;True;1
lucene-solr;lucene-solr/lucene/core/src/test/org/apache/lucene/search/TestCachingCollector.java;MockScorable;9;private;True;1;0;0;0;0;2;2;True;2
lucene-solr;lucene-solr/lucene/core/src/test/org/apache/lucene/search/TestIndexSearcher.java;RejectingMockExecutor;53;private;True;0;1;0;0;0;13;13;True;0
lucene-solr;lucene-solr/lucene/core/src/test/org/apache/lucene/index/TestIndexWriter.java;MockIndexWriter;19;private;True;1;0;0;1;0;1;2;True;2
lucene-solr;lucene-solr/lucene/core/src/test/org/apache/lucene/index/TestFlushByRamOrCountsPolicy.java;MockDefaultFlushPolicy;74;private;True;1;0;0;0;0;2;2;True;2
lucene-solr;lucene-solr/lucene/core/src/test/org/apache/lucene/store/TestLockFactory.java;MockLockFactory;25;package;True;1;0;0;0;0;1;1;True;1
lucene-solr;lucene-solr/lucene/core/src/test/org/apache/lucene/store/TestNativeFSLockFactory.java;MockBadPermissionsFileSystem;13;package;True;1;0;0;0;0;1;1;True;1
lucene-solr;lucene-solr/lucene/analysis/nori/src/test/org/apache/lucene/analysis/ko/StringMockResourceLoader.java;StringMockResourceLoader;31;package;True;0;1;0;0;0;3;3;False;3
lucene-solr;lucene-solr/lucene/analysis/kuromoji/src/test/org/apache/lucene/analysis/ja/StringMockResourceLoader.java;StringMockResourceLoader;31;package;True;0;1;0;0;0;3;3;False;3
lucene-solr;lucene-solr/lucene/analysis/common/src/test/org/apache/lucene/analysis/core/TestRandomChains.java;MockRandomAnalyzer;190;package;True;1;0;5;2;0;1;8;True;3
lucene-solr;lucene-solr/lucene/analysis/common/src/test/org/apache/lucene/analysis/util/StringMockResourceLoader.java;StringMockResourceLoader;31;public;True;0;1;0;0;0;3;3;False;3
lucene-solr;lucene-solr/lucene/analysis/common/src/test/org/apache/lucene/analysis/miscellaneous/TestKeywordMarkerFilter.java;LowerCaseFilterMock;22;public;True;1;0;0;0;0;1;1;True;1
lucene-solr;lucene-solr/lucene/analysis/common/src/test/org/apache/lucene/analysis/compound/TestCompoundWordTokenFilter.java;MockRetainAttributeImpl;29;public;True;1;1;0;0;0;5;5;True;5
lucene-solr;lucene-solr/lucene/analysis/common/src/test/org/apache/lucene/analysis/compound/TestCompoundWordTokenFilter.java;MockRetainAttributeFilter;18;private;True;1;0;0;0;0;1;1;True;1
lucene-solr;lucene-solr/lucene/test-framework/src/test/org/apache/lucene/analysis/TestMockAnalyzer.java;TestMockAnalyzer;294;public;True;1;0;0;0;0;17;17;False;0
lucene-solr;lucene-solr/lucene/test-framework/src/test/org/apache/lucene/analysis/TestMockCharFilter.java;TestMockCharFilter;36;public;True;1;0;0;0;0;1;1;False;0
lucene-solr;lucene-solr/lucene/test-framework/src/test/org/apache/lucene/analysis/TestMockSynonymFilter.java;TestMockSynonymFilter;130;public;True;1;0;0;0;0;1;1;False;0
lucene-solr;lucene-solr/lucene/test-framework/src/test/org/apache/lucene/store/TestMockDirectoryWrapper.java;TestMockDirectoryWrapper;176;public;True;1;0;1;1;0;8;10;False;2
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/codecs/mockrandom/MockRandomPostingsFormat.java;MockRandomPostingsFormat;318;public;True;1;0;0;0;0;2;2;False;2
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockCharFilter.java;MockCharFilter;77;public;True;1;0;0;1;0;3;4;False;3
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockTokenFilter.java;MockTokenFilter;65;public;True;1;0;0;0;0;3;3;False;3
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockHoleInjectingTokenFilter.java;MockHoleInjectingTokenFilter;48;public;True;1;0;0;0;0;2;2;False;2
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockPayloadAnalyzer.java;MockPayloadAnalyzer;8;public;True;1;0;0;0;0;1;1;False;1
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockPayloadAnalyzer.java;MockPayloadFilter;47;package;True;1;0;0;0;0;2;2;False;2
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockRandomLookaheadTokenFilter.java;MockRandomLookaheadTokenFilter;71;public;True;1;0;0;1;0;3;4;False;4
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockGraphTokenFilter.java;MockGraphTokenFilter;92;public;True;1;0;0;2;0;3;5;False;5
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockFixedLengthPayloadFilter.java;MockFixedLengthPayloadFilter;27;public;True;1;0;0;0;0;1;1;False;1
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockUTF16TermAttributeImpl.java;MockUTF16TermAttributeImpl;15;public;True;1;0;0;0;0;1;1;False;1
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockBytesAnalyzer.java;MockBytesAnalyzer;13;public;True;1;0;0;2;0;0;2;False;2
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockVariableLengthPayloadFilter.java;MockVariableLengthPayloadFilter;26;public;True;1;0;0;0;0;1;1;False;1
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockTokenizer.java;MockTokenizer;294;public;True;1;0;2;4;1;5;12;False;5
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockLowerCaseFilter.java;MockLowerCaseFilter;17;public;True;1;0;0;0;0;1;1;False;1
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockSynonymAnalyzer.java;MockSynonymAnalyzer;7;public;True;1;0;0;1;0;0;1;False;1
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockAnalyzer.java;MockAnalyzer;136;public;True;1;0;1;1;0;7;9;False;4
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockSynonymFilter.java;MockSynonymFilter;65;public;True;1;0;2;0;0;2;4;False;2
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockReaderWrapper.java;MockReaderWrapper;70;public;True;1;0;0;0;0;7;7;False;4
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/index/BaseMergePolicyTestCase.java;MockMergeContext;40;public;True;0;1;0;0;0;5;5;True;4
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/index/MockRandomMergePolicy.java;MockRandomMergePolicy;152;public;True;1;0;0;0;0;5;5;False;4
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/index/MockRandomMergePolicy.java;MockRandomOneMerge;47;package;True;1;0;0;0;0;1;1;True;1
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/mockfile/MockFileSystemTestCase.java;MockFileSystemTestCase;94;public;True;1;0;1;1;0;6;8;False;0
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/store/MockDirectoryWrapper.java;MockDirectoryWrapper;985;public;True;1;0;5;1;5;44;55;False;15
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/store/SlowClosingMockIndexInputWrapper.java;SlowClosingMockIndexInputWrapper;18;package;True;1;0;0;0;0;1;1;False;1
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/store/MockIndexOutputWrapper.java;MockIndexOutputWrapper;148;public;True;1;0;3;0;0;7;10;False;7
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/store/MockIndexInputWrapper.java;MockIndexInputWrapper;198;public;True;1;0;1;0;0;21;22;False;21
lucene-solr;lucene-solr/lucene/test-framework/src/java/org/apache/lucene/store/SlowOpeningMockIndexInputWrapper.java;SlowOpeningMockIndexInputWrapper;15;package;True;1;0;0;0;0;0;0;False;0
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/handler/XmlUpdateRequestHandlerTest.java;MockUpdateRequestProcessor;35;private;True;1;0;0;0;0;3;3;True;1
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/handler/admin/SecurityConfHandlerTest.java;MockSecurityHandler;85;public;True;1;0;0;2;1;3;6;True;4
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/handler/admin/TestCollectionAPIs.java;MockCollectionsHandler;32;package;True;1;0;0;1;1;0;2;True;2
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/metrics/MockCounterSupplier.java;MockCounterSupplier;12;public;True;0;1;0;0;0;2;2;False;1
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/metrics/MockMeterSupplier.java;MockMeterSupplier;12;public;True;0;1;0;0;0;2;2;False;1
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/metrics/MockHistogramSupplier.java;MockHistogramSupplier;13;public;True;0;2;0;0;0;2;2;False;2
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/metrics/MockTimerSupplier.java;MockTimerSupplier;22;public;True;0;1;0;0;0;4;4;False;1
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/metrics/reporters/SolrGraphiteReporterTest.java;MockGraphite;35;private;True;1;0;0;0;0;2;2;True;0
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/metrics/reporters/MockMetricReporter.java;MockMetricReporter;54;public;True;1;0;0;2;0;4;6;False;4
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/core/TestCoreContainer.java;MockCoresLocator;39;private;True;0;1;0;0;1;6;7;True;6
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/core/MockEventListener.java;MockEventListener;34;public;True;0;1;0;0;0;5;5;False;4
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/core/MockInfoBean.java;MockInfoBean;40;package;True;0;2;0;0;0;5;5;False;5
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/core/MockShardHandlerFactory.java;MockShardHandlerFactory;41;public;True;1;1;0;0;0;3;3;False;3
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/core/MockQuerySenderListenerReqHandler.java;MockQuerySenderListenerReqHandler;30;public;True;1;0;0;0;0;4;4;False;4
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/analysis/ThrowingMockTokenFilterFactory.java;ThrowingMockTokenFilterFactory;41;public;True;1;0;0;0;0;1;1;False;1
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/update/SoftAutoCommitTest.java;MockEventListener;46;package;True;0;1;0;0;0;6;6;False;4
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/update/MockingHttp2SolrClient.java;MockingHttp2SolrClient;123;public;True;1;0;1;0;0;3;4;False;1
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/update/MaxSizeAutoCommitTest.java;MockEventListener;86;private;True;0;1;0;0;0;7;7;True;4
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/update/MockStreamingSolrClients.java;MockStreamingSolrClients;68;public;True;1;0;1;0;0;2;3;False;1
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/update/MockStreamingSolrClients.java;MockSolrClient;33;package;True;1;0;0;0;0;2;2;False;2
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/util/SimplePostToolTest.java;MockPageFetcher;61;package;True;1;0;0;0;0;2;2;True;2
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/util/MockCoreContainer.java;MockCoreContainer;15;public;True;1;0;0;0;0;1;1;False;0
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/util/MockCoreContainer.java;MockCoreDescriptor;5;public;True;1;0;0;0;0;0;0;True;0
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/util/TestRTimerTree.java;MockTimerImpl;14;private;True;0;1;0;0;0;3;3;True;0
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/util/TestRTimerTree.java;MockRTimerTree;10;private;True;1;0;0;2;0;0;2;False;2
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/security/TestRuleBasedAuthorizationPlugin.java;MockAuthorizationContext;69;private;True;1;0;0;0;0;11;11;True;11
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/security/MockAuthenticationPlugin.java;MockAuthenticationPlugin;39;public;True;1;0;0;1;0;3;4;False;3
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/security/MockAuthorizationPlugin.java;MockAuthorizationPlugin;39;public;True;0;1;0;0;0;3;3;False;3
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/security/MockAuditLoggerPlugin.java;MockAuditLoggerPlugin;27;public;True;1;0;1;0;0;2;3;False;1
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/search/MockSearchComponent.java;MockSearchComponent;25;public;True;1;0;0;0;0;4;4;False;4
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/search/TestIndexSearcher.java;MockSearchComponent;31;public;True;1;1;0;0;0;4;4;True;4
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/search/TestIndexSearcher.java;MockSearcherListener;23;package;True;0;1;0;0;0;4;4;True;4
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/search/similarities/MockConfigurableSimilarity.java;MockConfigurableSimilarity;11;public;True;1;0;0;0;0;1;1;False;0
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/schema/MockExchangeRateProvider.java;MockExchangeRateProvider;62;public;True;0;1;0;0;0;5;5;False;5
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/cloud/ConnectionManagerTest.java;MockZkClientConnectionStrategy;20;private;True;1;0;0;0;0;2;2;True;1
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/cloud/TestAuthenticationFramework.java;MockAuthenticationPlugin;45;public;True;1;1;0;0;0;4;4;True;4
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/cloud/MockSimpleZkController.java;MockSimpleZkController;12;public;True;1;0;0;0;0;1;1;False;1
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/cloud/ClusterStateMockUtil.java;ClusterStateMockUtil;201;public;True;0;0;1;0;0;3;4;False;0
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/cloud/ZkControllerTest.java;MockCoreContainer;26;private;True;1;0;0;0;0;3;3;True;3
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/cloud/rule/RuleEngineTest.java;MockSnitch;14;public;True;1;0;0;0;0;2;2;True;2
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/cloud/autoscaling/TriggerSetPropertiesIntegrationTest.java;MockTrigger;17;private;True;1;0;0;2;0;1;3;True;3
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/cloud/autoscaling/HttpTriggerListenerTest.java;MockService;53;private;True;1;0;0;0;1;1;2;True;0
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/spelling/ConjunctionSolrSpellCheckerTest.java;MockSolrSpellChecker;25;package;True;1;0;0;1;0;3;4;True;4
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/rest/TestRestManager.java;MockAnalysisComponent;8;private;True;0;1;0;0;0;1;1;True;1
lucene-solr;lucene-solr/solr/core/src/test/org/apache/solr/rest/TestManagedResource.java;MockAnalysisComponent;20;private;True;0;1;0;0;0;1;1;True;1
lucene-solr;lucene-solr/solr/core/src/java/org/apache/solr/util/MockSearchableSolrClient.java;MockSearchableSolrClient;91;public;True;1;0;0;0;0;5;5;False;2
lucene-solr;lucene-solr/solr/contrib/dataimporthandler/src/test/org/apache/solr/handler/dataimport/TestSolrEntityProcessorUnit.java;NoNextMockProcessor;5;private;True;1;0;0;1;0;0;1;True;1
lucene-solr;lucene-solr/solr/contrib/dataimporthandler/src/test/org/apache/solr/handler/dataimport/TestDocBuilder2.java;MockTransformer;7;public;True;1;0;0;0;0;1;1;True;1
lucene-solr;lucene-solr/solr/contrib/dataimporthandler/src/test/org/apache/solr/handler/dataimport/TestDocBuilder2.java;MockDataSource2;3;public;True;1;0;0;0;0;0;0;True;0
lucene-solr;lucene-solr/solr/contrib/dataimporthandler/src/test/org/apache/solr/handler/dataimport/MockSolrEntityProcessor.java;MockSolrEntityProcessor;52;public;True;1;0;1;1;0;1;3;False;1
lucene-solr;lucene-solr/solr/contrib/dataimporthandler/src/test/org/apache/solr/handler/dataimport/MockStringDataSource.java;MockStringDataSource;28;public;True;1;0;0;0;0;5;5;False;3
lucene-solr;lucene-solr/solr/contrib/dataimporthandler/src/java/org/apache/solr/handler/dataimport/MockDataSource.java;MockDataSource;29;public;True;1;0;0;0;0;5;5;False;3
lucene-solr;lucene-solr/solr/contrib/clustering/src/test/org/apache/solr/handler/clustering/MockDocumentClusteringEngine.java;MockDocumentClusteringEngine;16;public;True;1;0;0;0;0;3;3;False;3
lucene-solr;lucene-solr/solr/contrib/clustering/src/test/org/apache/solr/handler/clustering/carrot2/MockClusteringAlgorithm.java;MockClusteringAlgorithm;77;public;True;1;1;1;0;0;1;2;False;1
lucene-solr;lucene-solr/solr/contrib/velocity/src/test/org/apache/solr/velocity/MockTool.java;MockTool;13;public;True;1;0;0;0;0;2;2;False;0
lucene-solr;lucene-solr/solr/contrib/ltr/src/test/org/apache/solr/ltr/TestLTRReRankingPipeline.java;MockModel;21;private;True;1;0;0;0;0;2;2;True;2
lucene-solr;lucene-solr/solr/test-framework/src/java/org/apache/solr/core/MockFSDirectoryFactory.java;MockFSDirectoryFactory;41;public;True;1;0;1;0;0;2;3;False;2
lucene-solr;lucene-solr/solr/test-framework/src/java/org/apache/solr/core/MockDirectoryFactory.java;MockDirectoryFactory;64;public;True;1;0;1;2;0;1;4;False;3
lucene-solr;lucene-solr/solr/test-framework/src/java/org/apache/solr/core/MockConcurrentMergeScheduler.java;MockConcurrentMergeScheduler;9;public;True;1;0;0;1;0;0;1;False;1
lucene-solr;lucene-solr/solr/test-framework/src/java/org/apache/solr/core/MockTracerConfigurator.java;MockTracerConfigurator;12;public;True;1;0;0;0;0;2;2;False;2
lucene-solr;lucene-solr/solr/test-framework/src/java/org/apache/solr/analysis/MockTokenizerFactory.java;MockTokenizerFactory;38;public;True;1;0;0;0;0;1;1;False;1
lucene-solr;lucene-solr/solr/test-framework/src/java/org/apache/solr/analysis/MockCharFilterFactory.java;MockCharFilterFactory;26;public;True;1;0;0;0;0;1;1;False;1
lucene-solr;lucene-solr/solr/test-framework/src/java/org/apache/solr/analysis/MockTokenFilterFactory.java;MockTokenFilterFactory;43;public;True;1;0;0;0;0;1;1;False;1
lucene-solr;lucene-solr/solr/test-framework/src/java/org/apache/solr/analysis/StringMockSolrResourceLoader.java;StringMockSolrResourceLoader;31;package;True;0;1;0;0;0;3;3;False;3
lucene-solr;lucene-solr/solr/test-framework/src/java/org/apache/solr/cloud/MockZkStateReader.java;MockZkStateReader;21;public;True;1;0;0;0;0;2;2;False;1
lucene-solr;lucene-solr/solr/test-framework/src/java/org/apache/solr/cloud/MockSolrZkClient.java;MockSolrZkClient;20;public;True;1;0;0;0;0;2;2;False;2
okhttp;okhttp/okhttp/src/test/java/okhttp3/internal/http2/MockHttp2Peer.java;MockHttp2Peer;271;public;True;0;1;1;0;0;11;12;False;2
retrofit;retrofit/retrofit-mock/src/main/java/retrofit2/mock/MockRetrofitIOException.java;MockRetrofitIOException;5;package;True;1;0;0;0;0;0;0;False;0
retrofit;retrofit/retrofit-mock/src/main/java/retrofit2/mock/MockRetrofit.java;MockRetrofit;60;public;True;0;0;0;0;0;4;4;False;0
retrofit;retrofit/samples/src/main/java/com/example/retrofit/SimpleMockService.java;SimpleMockService;87;public;True;0;0;1;0;0;1;2;False;0
retrofit;retrofit/samples/src/main/java/com/example/retrofit/SimpleMockService.java;MockGitHub;42;package;True;0;1;0;0;1;1;2;True;1
spring-boot;spring-boot/spring-boot-project/spring-boot-test/src/main/java/org/springframework/boot/test/web/client/MockServerRestTemplateCustomizer.java;MockServerRestTemplateCustomizer;64;public;True;0;1;0;1;0;6;7;False;1
spring-boot;spring-boot/spring-boot-project/spring-boot-test/src/main/java/org/springframework/boot/test/mock/web/SpringBootMockServletContext.java;SpringBootMockServletContext;76;public;True;1;0;1;2;0;1;4;False;2
spring-boot;spring-boot/spring-boot-project/spring-boot-tools/spring-boot-loader-tools/src/test/java/org/springframework/boot/loader/tools/RepackagerTests.java;MockLauncherScript;14;package;True;0;1;0;0;0;1;1;True;1
spring-boot;spring-boot/spring-boot-project/spring-boot-tools/spring-boot-loader/src/test/java/org/springframework/boot/loader/jar/CentralDirectoryParserTests.java;MockCentralDirectoryVisitor;24;package;True;0;1;0;0;1;3;4;True;3
spring-boot;spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/test/java/org/springframework/boot/test/autoconfigure/web/servlet/mockmvc/ExampleMockableService.java;ExampleMockableService;8;public;True;0;0;0;0;0;0;0;False;0
spring-boot;spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/servlet/MockMvcWebDriverAutoConfiguration.java;MockMvcWebDriverAutoConfiguration;28;public;True;0;0;0;0;0;2;2;False;0
spring-boot;spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/servlet/MockMvcPrintOnlyOnFailureTestExecutionListener.java;MockMvcPrintOnlyOnFailureTestExecutionListener;20;package;True;1;0;0;0;0;2;2;False;2
spring-boot;spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/servlet/MockMvcAutoConfiguration.java;MockMvcAutoConfiguration;69;public;True;0;0;0;0;0;5;5;False;0
spring-boot;spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/servlet/MockMvcAutoConfiguration.java;MockMvcDispatcherServletCustomizer;17;private;True;0;1;0;0;0;1;1;True;1
spring-boot;spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/servlet/MockMvcSecurityConfiguration.java;MockMvcSecurityConfiguration;36;package;True;0;0;0;0;1;0;1;False;0
spring-boot;spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/servlet/MockMvcSecurityConfiguration.java;SecurityMockMvcBuilderCustomizer;16;package;True;0;1;0;0;0;1;1;False;1
spring-boot;spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/servlet/SpringBootMockMvcBuilderCustomizer.java;SpringBootMockMvcBuilderCustomizer;277;public;True;0;1;4;0;0;7;11;False;1
spring-boot;spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/servlet/MockMvcWebClientAutoConfiguration.java;MockMvcWebClientAutoConfiguration;21;public;True;0;0;0;0;0;2;2;False;0
spring-boot;spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/client/MockRestServiceServerAutoConfiguration.java;MockRestServiceServerAutoConfiguration;76;public;True;0;0;1;0;0;2;3;False;0
spring-boot;spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/client/MockRestServiceServerResetTestExecutionListener.java;MockRestServiceServerResetTestExecutionListener;17;package;True;1;0;0;0;0;2;2;False;2
spring-boot;spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/restdocs/RestDocsAutoConfiguration.java;RestDocsMockMvcConfiguration;26;package;True;0;0;0;0;2;0;2;True;0
spring-boot;spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/restdocs/RestDocsMockMvcBuilderCustomizer.java;RestDocsMockMvcBuilderCustomizer;34;public;True;0;2;0;0;0;2;2;False;2
