ProjectName;Filename;Classname;LOC;Visibility;IsMock;Extensions;Implementations;PrivateMethods;ProtectedMethods;PackageMethods;PublicMethods;TotalMethods;IsStaticClass;MethodOverrides
dubbo;dubbo/dubbo-config/dubbo-config-api/src/test/java/org/apache/dubbo/config/utils/MockReferenceConfig.java;MockReferenceConfig;36;public;True;1;0;0;0;0;6;6;False;2
dubbo;dubbo/dubbo-config/dubbo-config-spring/src/test/java/org/apache/dubbo/config/spring/registry/MockRegistry.java;MockRegistry;62;public;True;0;1;0;0;0;10;10;False;7
dubbo;dubbo/dubbo-config/dubbo-config-spring/src/test/java/org/apache/dubbo/config/spring/registry/MockRegistryFactory.java;MockRegistryFactory;19;public;True;0;1;0;0;0;3;3;False;1
dubbo;dubbo/dubbo-config/dubbo-config-spring/src/test/java/org/apache/dubbo/config/spring/filter/MockDaoImpl.java;MockDaoImpl;3;public;True;0;1;0;0;0;0;0;False;0
dubbo;dubbo/dubbo-config/dubbo-config-spring/src/test/java/org/apache/dubbo/config/spring/filter/MockFilter.java;MockFilter;37;public;True;0;1;0;0;0;7;7;False;0
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/cluster/ESAllocationTestCase.java;MockAllocationService;18;protected;True;1;0;0;1;0;1;2;True;1
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/cluster/ESAllocationTestCase.java;DelayedShardsMockGatewayAllocator;27;protected;True;1;0;0;0;0;3;3;True;3
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/cluster/MockInternalClusterInfoService.java;MockInternalClusterInfoService;64;public;True;1;0;0;0;1;2;3;False;3
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/cluster/coordination/MockSinglePrioritizingExecutor.java;MockSinglePrioritizingExecutor;43;public;True;1;0;0;1;0;1;2;False;2
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/transport/nio/MockNioTransportPlugin.java;MockNioTransportPlugin;13;public;True;1;1;0;0;0;1;1;False;1
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/transport/nio/MockNioTransport.java;MockNioTransport;332;public;True;1;0;3;5;0;0;8;False;5
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/transport/nio/MockNioTransport.java;MockTcpChannelFactory;70;private;True;1;0;0;0;0;2;2;False;2
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/transport/nio/MockNioTransport.java;MockTcpReadWriteHandler;16;private;True;1;0;0;0;0;1;1;True;1
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/transport/nio/MockNioTransport.java;MockServerChannel;16;private;True;1;1;0;0;0;2;2;True;2
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/transport/nio/MockNioTransport.java;MockSocketChannel;47;private;True;1;1;0;0;0;7;7;True;7
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/test/MockHttpTransport.java;MockHttpTransport;39;public;True;1;1;0;3;0;3;6;False;6
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/test/MockIndexEventListener.java;MockIndexEventListener;108;public;True;0;0;0;0;0;0;0;False;0
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/test/MockKeywordPlugin.java;MockKeywordPlugin;8;public;True;1;1;0;0;0;1;1;False;1
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/test/MockLogAppender.java;MockLogAppender;163;public;True;1;0;1;0;0;3;4;False;1
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/test/tasks/MockTaskManager.java;MockTaskManager;73;public;True;1;0;0;0;0;5;5;False;3
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/test/transport/MockTransport.java;MockTransport;204;public;True;0;2;0;2;0;23;25;False;17
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/test/transport/MockTransportService.java;MockTransportService;472;public;True;1;0;1;3;0;30;34;False;4
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/test/engine/MockInternalEngine.java;MockInternalEngine;56;package;True;1;0;2;0;0;3;5;False;3
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/test/engine/MockEngineFactory.java;MockEngineFactory;13;public;True;0;1;0;0;0;1;1;False;1
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/test/engine/MockEngineSupport.java;MockEngineSupport;220;public;True;0;0;1;0;0;4;5;False;0
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/test/engine/MockEngineSupport.java;MockContext;13;public;True;0;0;0;0;0;0;0;True;0
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/test/disruption/DisruptableMockTransport.java;DisruptableMockTransport;241;public;True;1;0;0;9;0;3;12;False;2
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/test/store/MockFSDirectoryFactory.java;MockFSDirectoryFactory;127;public;True;0;1;2;0;0;2;4;False;1
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/test/store/MockFSDirectoryFactory.java;ElasticsearchMockDirectoryWrapper;16;public;True;1;0;0;0;0;1;1;True;1
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/test/store/MockFSIndexStore.java;MockFSIndexStore;62;public;True;0;0;0;0;0;0;0;False;0
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/snapshots/mockstore/MockRepository.java;MockRepository;329;public;True;1;0;3;2;0;7;12;False;3
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/snapshots/mockstore/MockRepository.java;MockBlobStore;180;public;True;1;0;1;0;0;1;2;False;1
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/ingest/TestTemplateService.java;MockTemplateScript;27;public;True;1;0;0;0;0;1;1;True;1
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/repositories/blobstore/ESMockAPIBasedRepositoryIntegTestCase.java;ESMockAPIBasedRepositoryIntegTestCase;187;public;True;1;0;0;4;0;6;10;False;0
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/cli/MockTerminal.java;MockTerminal;79;public;True;1;0;0;0;0;9;9;False;4
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockDeterministicScript.java;MockDeterministicScript;18;public;True;0;2;0;0;0;4;4;False;0
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptService.java;MockScriptService;15;public;True;1;0;0;0;1;0;1;False;1
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptPlugin.java;MockScriptPlugin;21;public;True;1;1;0;3;0;2;5;False;1
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptEngine.java;MockScriptEngine;616;public;True;0;1;1;0;0;4;5;False;3
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptEngine.java;MockCompiledScript;39;public;True;0;0;0;0;0;5;5;False;0
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptEngine.java;MockFilterScript;31;public;True;0;1;0;0;0;1;1;True;0
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptEngine.java;MockSimilarityScript;19;public;True;1;0;0;0;0;1;1;False;1
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptEngine.java;MockSimilarityWeightScript;17;public;True;1;0;0;0;0;1;1;False;1
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptEngine.java;MockMetricAggInitScriptFactory;10;public;True;0;1;0;0;0;2;2;True;2
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptEngine.java;MockMetricAggInitScript;21;public;True;0;0;0;0;0;1;1;True;0
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptEngine.java;MockMetricAggMapScriptFactory;11;public;True;0;1;0;0;0;2;2;True;2
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptEngine.java;MockMetricAggMapScript;35;public;True;0;1;0;0;0;1;1;True;1
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptEngine.java;MockMetricAggCombineScriptFactory;10;public;True;0;1;0;0;0;2;2;True;2
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptEngine.java;MockMetricAggCombineScript;20;public;True;0;0;0;0;0;1;1;True;0
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptEngine.java;MockMetricAggReduceScriptFactory;10;public;True;0;1;0;0;0;2;2;True;2
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptEngine.java;MockMetricAggReduceScript;20;public;True;0;0;0;0;0;1;1;True;0
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptEngine.java;MockScoreScript;39;public;True;0;1;0;0;0;1;1;False;1
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptEngine.java;MockAggregationScript;30;package;True;0;1;0;0;0;2;2;False;2
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptEngine.java;MockSignificantTermsHeuristicScoreScript;15;package;True;0;1;0;0;0;2;2;False;2
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptEngine.java;MockFieldScriptFactory;18;package;True;0;1;0;0;0;2;2;False;2
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/script/MockScriptEngine.java;MockStringSortScriptFactory;18;package;True;0;1;0;0;0;2;2;False;2
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/search/MockSearchService.java;MockSearchService;54;public;True;1;0;0;2;2;1;5;False;2
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/common/settings/MockSecureSettings.java;MockSecureSettings;92;public;True;0;1;1;0;0;10;11;False;6
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/common/util/MockBigArrays.java;MockBigArrays;516;public;True;1;0;0;0;0;14;14;False;13
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/common/util/MockPageCacheRecycler.java;MockPageCacheRecycler;115;public;True;1;0;1;0;0;5;6;False;4
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/index/MockEngineFactoryPlugin.java;MockEngineFactoryPlugin;16;public;True;1;1;0;1;0;2;3;False;2
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/index/mapper/MockFieldMapper.java;MockFieldMapper;59;public;True;1;0;0;2;2;0;4;False;2
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/index/mapper/MockFieldFilterPlugin.java;MockFieldFilterPlugin;8;public;True;1;1;0;0;0;1;1;False;1
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/node/MockNode.java;MockNode;130;public;True;1;0;0;8;1;2;11;False;9
elasticsearch;elasticsearch/test/framework/src/main/java/org/elasticsearch/node/NodeMocksPlugin.java;NodeMocksPlugin;2;public;True;1;0;0;0;0;0;0;False;0
elasticsearch;elasticsearch/plugins/discovery-gce/src/test/java/org/elasticsearch/discovery/gce/GceMetadataServiceMock.java;GceMetadataServiceMock;14;public;True;1;0;0;1;0;0;1;False;1
elasticsearch;elasticsearch/plugins/discovery-gce/src/test/java/org/elasticsearch/discovery/gce/GceInstancesServiceMock.java;GceInstancesServiceMock;16;public;True;1;0;0;1;0;0;1;False;1
elasticsearch;elasticsearch/plugins/discovery-gce/src/test/java/org/elasticsearch/discovery/gce/GceMockUtils.java;GceMockUtils;54;public;True;0;0;1;1;0;2;4;False;0
elasticsearch;elasticsearch/plugins/discovery-ec2/src/test/java/org/elasticsearch/discovery/ec2/AbstractEC2MockAPITestCase.java;AbstractEC2MockAPITestCase;164;public;True;1;0;0;2;1;2;5;False;0
elasticsearch;elasticsearch/plugins/discovery-ec2/src/test/java/org/elasticsearch/discovery/ec2/Ec2DiscoveryPluginTests.java;Ec2DiscoveryPluginMock;11;private;True;1;0;0;0;0;0;0;True;0
elasticsearch;elasticsearch/plugins/discovery-ec2/src/test/java/org/elasticsearch/discovery/ec2/Ec2DiscoveryPluginTests.java;AmazonEC2Mock;20;private;True;1;0;0;0;0;2;2;True;2
elasticsearch;elasticsearch/distribution/tools/plugin-cli/src/test/java/org/elasticsearch/plugins/RemovePluginCommandTests.java;MockRemovePluginCommand;14;package;True;1;0;0;1;0;0;1;True;1
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/cluster/NodeConnectionsServiceTests.java;MockTransport;114;private;True;0;1;0;0;0;17;17;False;17
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/cluster/coordination/PublicationTests.java;MockNode;31;package;True;0;0;0;0;0;1;1;False;0
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/cluster/coordination/PublicationTests.java;MockPublication;55;package;True;1;0;0;5;0;0;5;False;5
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/cluster/routing/allocation/decider/MockDiskUsagesIT.java;MockDiskUsagesIT;367;public;True;1;0;3;1;0;6;10;False;2
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/indices/IndexingMemoryControllerTests.java;MockController;110;package;True;1;0;0;5;0;10;15;True;8
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/indices/cluster/AbstractIndicesClusterStateServiceTestCase.java;MockIndicesService;70;protected;True;0;1;1;0;0;8;9;False;8
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/indices/cluster/AbstractIndicesClusterStateServiceTestCase.java;MockIndexService;61;protected;True;0;1;0;0;0;8;8;False;7
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/indices/cluster/AbstractIndicesClusterStateServiceTestCase.java;MockIndexShard;77;protected;True;0;1;0;0;0;7;7;False;5
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/monitor/jvm/JvmGcMonitorServiceSettingsTests.java;MockCancellable;12;private;True;0;1;0;0;0;2;2;True;2
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/snapshots/MetadataLoadingDuringSnapshotRestoreIT.java;CountingMockRepository;23;public;True;1;0;0;0;0;2;2;True;2
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/snapshots/MetadataLoadingDuringSnapshotRestoreIT.java;CountingMockRepositoryPlugin;8;public;True;0;0;0;0;0;1;1;True;1
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/snapshots/mockstore/MockEventuallyConsistentRepository.java;MockEventuallyConsistentRepository;305;public;True;1;0;1;2;0;0;3;False;2
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/snapshots/mockstore/MockEventuallyConsistentRepository.java;MockBlobStore;213;private;True;0;1;1;0;0;2;3;False;2
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/discovery/PeerFinderTests.java;MockTransportAddressConnector;55;package;True;0;1;0;0;1;1;2;False;1
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/usage/UsageServiceTests.java;MockRestHandler;25;private;True;1;0;0;1;0;2;3;False;3
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/search/sort/BucketedSortForFloatsTests.java;MockScorable;14;private;True;1;0;0;0;0;2;2;False;2
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/search/fetch/subphase/highlight/HighlighterSearchIT.java;MockAnalysisPlugin;49;public;True;1;1;0;0;0;2;2;True;2
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/search/query/SimpleQueryStringIT.java;MockAnalysisPlugin;28;public;True;1;1;0;0;0;1;1;True;1
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/search/aggregations/bucket/DateScriptMocksPlugin.java;DateScriptMocksPlugin;28;public;True;1;0;0;1;0;1;2;False;2
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/common/ChannelsTests.java;MockFileChannel;109;package;True;1;0;0;1;0;16;17;False;17
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/common/logging/LoggersTests.java;MockAppender;16;package;True;1;0;0;0;1;1;2;True;1
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/action/bulk/RetryTests.java;MockBulkClient;50;private;True;1;0;2;0;0;2;4;False;2
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/action/termvectors/GetTermVectorsTests.java;MockPayloadAnalyzerPlugin;69;public;True;1;1;0;0;0;2;2;True;2
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/action/admin/ReloadSecureSettingsIT.java;MockReloadablePlugin;18;public;True;1;0;0;0;0;2;2;True;1
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/action/search/MockSearchPhaseContext.java;MockSearchPhaseContext;100;public;True;0;1;0;0;0;15;15;False;14
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/action/search/SearchAsyncActionTests.java;MockConnection;34;public;True;0;1;0;0;0;5;5;True;5
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/index/MergeSchedulerSettingsTests.java;MockAppender;29;private;True;1;0;0;0;0;2;2;True;2
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/index/analysis/CustomNormalizerTests.java;MockAnalysisPlugin;50;private;True;0;1;0;0;0;4;4;True;4
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/index/mapper/KeywordFieldMapperTests.java;MockAnalysisPlugin;13;public;True;1;1;0;0;0;2;2;True;2
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/index/query/MockRepeatAnalyzer.java;MockRepeatAnalyzer;37;public;True;1;0;0;1;0;0;1;False;1
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/index/query/MockRepeatAnalyzer.java;MockRepeatFilter;28;private;True;1;0;0;0;0;1;1;True;1
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/index/query/MatchQueryBuilderTests.java;MockGraphAnalyzer;13;private;True;1;0;0;1;0;0;1;True;1
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/index/shard/NewPathForShardTests.java;MockUsableSpaceFileSystemProvider;18;package;True;1;0;0;0;0;1;1;True;1
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/index/shard/NewPathForShardTests.java;MockFileStore;65;package;True;1;0;0;0;0;11;11;True;11
elasticsearch;elasticsearch/server/src/test/java/org/elasticsearch/gateway/GatewayMetaStateTests.java;MockMetaDataIndexUpgradeService;13;private;True;1;0;0;0;0;1;1;True;1
elasticsearch;elasticsearch/modules/reindex/src/test/java/org/elasticsearch/index/reindex/ClientScrollableHitSourceTests.java;MockClient;59;private;True;1;0;0;1;0;6;7;True;2
elasticsearch;elasticsearch/modules/reindex/src/test/java/org/elasticsearch/index/reindex/AsyncBulkByScrollActionTests.java;MyMockClient;144;private;True;1;0;1;1;0;0;2;False;1
elasticsearch;elasticsearch/client/sniffer/src/test/java/org/elasticsearch/client/sniff/MockNodesSniffer.java;MockNodesSniffer;6;package;True;0;1;0;0;0;1;1;False;1
elasticsearch;elasticsearch/client/rest/src/test/java/org/elasticsearch/client/FailureTrackingResponseListenerTests.java;MockResponseListener;18;private;True;0;1;0;0;0;2;2;True;2
elasticsearch;elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/watcher/watch/ClockMock.java;ClockMock;84;public;True;1;0;1;0;0;12;13;False;4
elasticsearch;elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/security/audit/logfile/CapturingLogger.java;MockAppender;71;private;True;1;0;2;0;0;3;5;True;1
elasticsearch;elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/indexing/AsyncTwoPhaseIndexerTests.java;MockIndexer;102;private;True;1;0;1;11;0;1;13;False;11
elasticsearch;elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/indexing/AsyncTwoPhaseIndexerTests.java;MockIndexerFiveRuns;93;private;True;1;0;0;11;0;1;12;False;11
elasticsearch;elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/indexing/AsyncTwoPhaseIndexerTests.java;MockIndexerThrowsFirstSearch;70;private;True;1;0;0;10;0;1;11;False;10
elasticsearch;elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/indexing/AsyncTwoPhaseIndexerTests.java;MockJobStats;7;private;True;1;0;0;0;0;1;1;True;1
elasticsearch;elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/monitoring/test/MockPainlessScriptEngine.java;MockPainlessScriptEngine;29;public;True;1;0;0;0;0;2;2;False;2
elasticsearch;elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/transform/transforms/MockDeprecatedAggregationBuilder.java;MockDeprecatedAggregationBuilder;56;public;True;1;0;0;4;0;2;6;False;5
elasticsearch;elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/transform/transforms/MockDeprecatedQueryBuilder.java;MockDeprecatedQueryBuilder;62;public;True;1;0;0;5;0;2;7;False;6
elasticsearch;elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/ilm/MockAction.java;MockAction;79;public;True;0;1;0;0;0;9;9;False;7
elasticsearch;elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/ilm/MockStep.java;MockStep;36;public;True;1;1;1;0;0;1;2;False;1
elasticsearch;elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/test/http/MockRequest.java;MockRequest;61;public;True;0;0;0;0;1;6;7;False;1
elasticsearch;elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/test/http/MockWebServer.java;MockWebServer;238;public;True;0;1;3;0;0;11;14;False;1
elasticsearch;elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/test/http/MockResponse.java;MockResponse;90;public;True;0;0;0;0;5;5;10;False;0
elasticsearch;elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/script/MockMustacheScriptEngine.java;MockMustacheScriptEngine;38;public;True;1;0;0;0;0;2;2;False;2
elasticsearch;elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/action/MockIndicesRequest.java;MockIndicesRequest;25;public;True;1;2;0;0;0;3;3;False;3
elasticsearch;elasticsearch/x-pack/plugin/mapper-flattened/src/test/java/org/elasticsearch/xpack/flattened/mapper/KeyedFlatObjectAtomicFieldDataTests.java;MockAtomicOrdinalsFieldData;24;private;True;1;0;0;0;0;3;3;True;3
elasticsearch;elasticsearch/x-pack/plugin/mapper-flattened/src/test/java/org/elasticsearch/xpack/flattened/mapper/KeyedFlatObjectAtomicFieldDataTests.java;MockSortedSetDocValues;35;private;True;1;0;0;0;0;4;4;True;4
elasticsearch;elasticsearch/x-pack/plugin/watcher/src/test/java/org/elasticsearch/xpack/watcher/trigger/ScheduleTriggerEngineMock.java;ScheduleTriggerEngineMock;84;public;True;1;0;0;0;0;9;9;False;7
elasticsearch;elasticsearch/x-pack/plugin/watcher/src/test/java/org/elasticsearch/xpack/watcher/test/MockTextTemplateEngine.java;MockTextTemplateEngine;14;public;True;1;0;0;0;0;1;1;False;1
elasticsearch;elasticsearch/x-pack/plugin/watcher/src/test/java/org/elasticsearch/xpack/watcher/test/WatcherMockScriptPlugin.java;WatcherMockScriptPlugin;42;public;True;1;0;0;1;0;1;2;False;1
elasticsearch;elasticsearch/x-pack/plugin/security/src/test/java/org/elasticsearch/xpack/security/authc/support/MockLookupRealm.java;MockLookupRealm;33;public;True;1;0;0;0;0;5;5;False;4
elasticsearch;elasticsearch/x-pack/plugin/ml/src/test/java/org/elasticsearch/xpack/ml/LocalStateMachineLearning.java;MockedRollupPlugin;25;public;True;1;1;0;0;0;1;1;True;1
elasticsearch;elasticsearch/x-pack/plugin/enrich/src/test/java/org/elasticsearch/xpack/enrich/GeoMatchProcessorTests.java;MockSearchFunction;31;private;True;0;1;0;0;1;1;2;True;1
elasticsearch;elasticsearch/x-pack/plugin/enrich/src/test/java/org/elasticsearch/xpack/enrich/MatchProcessorTests.java;MockSearchFunction;31;private;True;0;1;0;0;1;1;2;True;1
elasticsearch;elasticsearch/x-pack/plugin/monitoring/src/test/java/org/elasticsearch/xpack/monitoring/test/MockIngestPlugin.java;MockIngestPlugin;74;public;True;1;1;0;0;0;1;1;False;1
elasticsearch;elasticsearch/x-pack/plugin/monitoring/src/test/java/org/elasticsearch/xpack/monitoring/test/MockIngestPlugin.java;MockProcessorFactory;27;package;True;0;1;0;0;0;1;1;True;1
elasticsearch;elasticsearch/x-pack/plugin/monitoring/src/test/java/org/elasticsearch/xpack/monitoring/test/MockIngestPlugin.java;MockProcessor;27;package;True;0;1;0;0;0;3;3;True;3
elasticsearch;elasticsearch/x-pack/plugin/monitoring/src/test/java/org/elasticsearch/xpack/monitoring/exporter/http/MockHttpResource.java;MockHttpResource;110;public;True;1;0;0;2;0;0;2;False;2
elasticsearch;elasticsearch/x-pack/plugin/transform/src/test/java/org/elasticsearch/xpack/transform/transforms/pivot/PivotTests.java;MyMockClient;55;private;True;1;0;0;1;0;0;1;False;1
elasticsearch;elasticsearch/x-pack/plugin/sql/sql-client/src/test/java/org/elasticsearch/xpack/sql/client/HttpClientRequestTests.java;RawRequestMockWebServer;84;private;True;0;1;1;0;6;1;8;True;1
elasticsearch;elasticsearch/x-pack/plugin/sql/jdbc/src/test/java/org/elasticsearch/xpack/sql/jdbc/JdbcHttpClientRequestTests.java;RawRequestMockWebServer;84;private;True;0;1;1;0;6;1;8;True;1
guava;guava/guava-testlib/test/com/google/common/testing/EquivalenceTesterTest.java;MockEquivalence;42;private;True;1;0;0;2;5;0;7;True;2
guava;guava/guava-testlib/src/com/google/common/util/concurrent/testing/MockFutureListener.java;MockFutureListener;59;public;True;0;1;0;0;0;4;4;False;1
guava;guava/guava-tests/test/com/google/common/util/concurrent/ExecutionListTest.java;MockRunnable;12;private;True;0;1;0;0;0;1;1;False;1
guava;guava/guava-tests/test/com/google/common/util/concurrent/WrappingExecutorServiceTest.java;MockExecutor;112;private;True;0;1;1;0;0;15;16;True;13
guava;guava/guava-tests/test/com/google/common/util/concurrent/WrappingScheduledExecutorServiceTest.java;MockExecutor;130;private;True;0;1;0;0;2;17;19;True;17
guava;guava/guava-tests/test/com/google/common/base/FinalizableReferenceQueueTest.java;MockReference;13;package;True;1;0;0;0;0;1;1;True;1
guava;guava/android/guava-testlib/test/com/google/common/testing/EquivalenceTesterTest.java;MockEquivalence;42;private;True;1;0;0;2;5;0;7;True;2
guava;guava/android/guava-testlib/src/com/google/common/util/concurrent/testing/MockFutureListener.java;MockFutureListener;59;public;True;0;1;0;0;0;4;4;False;1
guava;guava/android/guava-tests/test/com/google/common/util/concurrent/ExecutionListTest.java;MockRunnable;12;private;True;0;1;0;0;0;1;1;False;1
guava;guava/android/guava-tests/test/com/google/common/util/concurrent/WrappingExecutorServiceTest.java;MockExecutor;112;private;True;0;1;1;0;0;15;16;True;13
guava;guava/android/guava-tests/test/com/google/common/util/concurrent/WrappingScheduledExecutorServiceTest.java;MockExecutor;130;private;True;0;1;0;0;2;17;19;True;17
guava;guava/android/guava-tests/test/com/google/common/base/FinalizableReferenceQueueTest.java;MockReference;13;package;True;1;0;0;0;0;1;1;True;1
lucene-solr;lucene-solr/lucene/benchmark/src/test/org/apache/lucene/benchmark/byTask/TestPerfTasksParse.java;MockContentSource;9;public;True;1;0;0;0;0;2;2;True;2
lucene-solr;lucene-solr/lucene/benchmark/src/test/org/apache/lucene/benchmark/byTask/TestPerfTasksParse.java;MockQueryMaker;6;public;True;1;0;0;1;0;0;1;True;1
