project,file,class,changes,distinct_authors
elasticsearch,elasticsearch/plugins/discovery-gce/src/test/java/org/elasticsearch/discovery/gce/GceMetadataServiceMock.java,gcemetadataservicemock,2,1
elasticsearch,elasticsearch/plugins/discovery-gce/src/test/java/org/elasticsearch/discovery/gce/GceInstancesServiceMock.java,gceinstancesservicemock,2,2
elasticsearch,elasticsearch/plugins/discovery-gce/src/test/java/org/elasticsearch/discovery/gce/GceMockUtils.java,gcemockutils,7,5
elasticsearch,elasticsearch/plugins/discovery-ec2/src/test/java/org/elasticsearch/discovery/ec2/AbstractEC2MockAPITestCase.java,abstractec2mockapitestcase,1,1
elasticsearch,elasticsearch/plugins/discovery-ec2/src/test/java/org/elasticsearch/discovery/ec2/Ec2DiscoveryPluginTests.java,ec2discoverypluginmock,1,1
elasticsearch,elasticsearch/plugins/discovery-ec2/src/test/java/org/elasticsearch/discovery/ec2/Ec2DiscoveryPluginTests.java,amazonec2mock,1,1
elasticsearch,elasticsearch/distribution/tools/plugin-cli/src/test/java/org/elasticsearch/plugins/RemovePluginCommandTests.java,mockremoveplugincommand,4,3
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/cluster/NodeConnectionsServiceTests.java,mocktransport,11,5
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/cluster/coordination/PublicationTests.java,mocknode,4,3
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/cluster/coordination/PublicationTests.java,mockpublication,5,3
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/cluster/routing/allocation/decider/MockDiskUsagesIT.java,mockdiskusagesit,9,4
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/indices/IndexingMemoryControllerTests.java,mockcontroller,1,1
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/indices/cluster/AbstractIndicesClusterStateServiceTestCase.java,mockindicesservice,4,2
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/indices/cluster/AbstractIndicesClusterStateServiceTestCase.java,mockindexservice,4,2
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/indices/cluster/AbstractIndicesClusterStateServiceTestCase.java,mockindexshard,4,3
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/monitor/jvm/JvmGcMonitorServiceSettingsTests.java,mockcancellable,1,1
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/snapshots/MetadataLoadingDuringSnapshotRestoreIT.java,countingmockrepository,2,1
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/snapshots/MetadataLoadingDuringSnapshotRestoreIT.java,countingmockrepositoryplugin,2,1
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/snapshots/mockstore/MockEventuallyConsistentRepository.java,mockeventuallyconsistentrepository,7,2
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/snapshots/mockstore/MockEventuallyConsistentRepository.java,mockblobstore,5,1
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/discovery/PeerFinderTests.java,mocktransportaddressconnector,2,2
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/usage/UsageServiceTests.java,mockresthandler,2,2
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/search/sort/BucketedSortForFloatsTests.java,mockscorable,1,1
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/search/fetch/subphase/highlight/HighlighterSearchIT.java,mockanalysisplugin,2,2
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/search/query/SimpleQueryStringIT.java,mockanalysisplugin,2,2
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/search/aggregations/bucket/DateScriptMocksPlugin.java,datescriptmocksplugin,1,1
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/common/logging/LoggersTests.java,mockappender,2,2
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/action/bulk/RetryTests.java,mockbulkclient,5,4
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/action/termvectors/GetTermVectorsTests.java,mockpayloadanalyzerplugin,2,2
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/action/admin/ReloadSecureSettingsIT.java,mockreloadableplugin,1,1
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/action/search/MockSearchPhaseContext.java,mocksearchphasecontext,4,3
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/action/search/SearchAsyncActionTests.java,mockconnection,3,3
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/index/MergeSchedulerSettingsTests.java,mockappender,1,1
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/index/analysis/CustomNormalizerTests.java,mockanalysisplugin,2,2
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/index/mapper/KeywordFieldMapperTests.java,mockanalysisplugin,3,3
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/index/query/MatchQueryBuilderTests.java,mockgraphanalyzer,3,3
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/index/shard/NewPathForShardTests.java,mockusablespacefilesystemprovider,1,1
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/index/shard/NewPathForShardTests.java,mockfilestore,1,1
elasticsearch,elasticsearch/server/src/test/java/org/elasticsearch/gateway/GatewayMetaStateTests.java,mockmetadataindexupgradeservice,1,1
elasticsearch,elasticsearch/modules/reindex/src/test/java/org/elasticsearch/index/reindex/ClientScrollableHitSourceTests.java,mockclient,1,1
elasticsearch,elasticsearch/modules/reindex/src/test/java/org/elasticsearch/index/reindex/AsyncBulkByScrollActionTests.java,mymockclient,29,12
elasticsearch,elasticsearch/client/sniffer/src/test/java/org/elasticsearch/client/sniff/MockNodesSniffer.java,mocknodessniffer,1,1
elasticsearch,elasticsearch/client/rest/src/test/java/org/elasticsearch/client/FailureTrackingResponseListenerTests.java,mockresponselistener,1,1
elasticsearch,elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/watcher/watch/ClockMock.java,clockmock,1,1
elasticsearch,elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/security/audit/logfile/CapturingLogger.java,mockappender,1,1
elasticsearch,elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/indexing/AsyncTwoPhaseIndexerTests.java,mockindexer,9,7
elasticsearch,elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/indexing/AsyncTwoPhaseIndexerTests.java,mockindexerfiveruns,3,3
elasticsearch,elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/indexing/AsyncTwoPhaseIndexerTests.java,mockindexerthrowsfirstsearch,6,4
elasticsearch,elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/indexing/AsyncTwoPhaseIndexerTests.java,mockjobstats,1,1
elasticsearch,elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/monitoring/test/MockPainlessScriptEngine.java,mockpainlessscriptengine,3,2
elasticsearch,elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/transform/transforms/MockDeprecatedAggregationBuilder.java,mockdeprecatedaggregationbuilder,4,4
elasticsearch,elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/transform/transforms/MockDeprecatedQueryBuilder.java,mockdeprecatedquerybuilder,1,1
elasticsearch,elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/ilm/MockAction.java,mockaction,10,4
elasticsearch,elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/ilm/MockStep.java,mockstep,3,2
elasticsearch,elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/test/http/MockWebServer.java,mockwebserver,3,3
elasticsearch,elasticsearch/x-pack/plugin/core/src/test/java/org/elasticsearch/script/MockMustacheScriptEngine.java,mockmustachescriptengine,1,1
elasticsearch,elasticsearch/x-pack/plugin/mapper-flattened/src/test/java/org/elasticsearch/xpack/flattened/mapper/KeyedFlatObjectAtomicFieldDataTests.java,mockatomicordinalsfielddata,1,1
elasticsearch,elasticsearch/x-pack/plugin/mapper-flattened/src/test/java/org/elasticsearch/xpack/flattened/mapper/KeyedFlatObjectAtomicFieldDataTests.java,mocksortedsetdocvalues,1,1
elasticsearch,elasticsearch/x-pack/plugin/watcher/src/test/java/org/elasticsearch/xpack/watcher/trigger/ScheduleTriggerEngineMock.java,scheduletriggerenginemock,7,5
elasticsearch,elasticsearch/x-pack/plugin/watcher/src/test/java/org/elasticsearch/xpack/watcher/test/MockTextTemplateEngine.java,mocktexttemplateengine,1,1
elasticsearch,elasticsearch/x-pack/plugin/watcher/src/test/java/org/elasticsearch/xpack/watcher/test/WatcherMockScriptPlugin.java,watchermockscriptplugin,2,2
elasticsearch,elasticsearch/x-pack/plugin/security/src/test/java/org/elasticsearch/xpack/security/authc/support/MockLookupRealm.java,mocklookuprealm,1,1
elasticsearch,elasticsearch/x-pack/plugin/ml/src/test/java/org/elasticsearch/xpack/ml/LocalStateMachineLearning.java,mockedrollupplugin,1,1
elasticsearch,elasticsearch/x-pack/plugin/enrich/src/test/java/org/elasticsearch/xpack/enrich/GeoMatchProcessorTests.java,mocksearchfunction,2,1
elasticsearch,elasticsearch/x-pack/plugin/enrich/src/test/java/org/elasticsearch/xpack/enrich/MatchProcessorTests.java,mocksearchfunction,4,2
elasticsearch,elasticsearch/x-pack/plugin/monitoring/src/test/java/org/elasticsearch/xpack/monitoring/test/MockIngestPlugin.java,mockingestplugin,1,1
elasticsearch,elasticsearch/x-pack/plugin/monitoring/src/test/java/org/elasticsearch/xpack/monitoring/test/MockIngestPlugin.java,mockprocessorfactory,1,1
elasticsearch,elasticsearch/x-pack/plugin/monitoring/src/test/java/org/elasticsearch/xpack/monitoring/test/MockIngestPlugin.java,mockprocessor,1,1
elasticsearch,elasticsearch/x-pack/plugin/monitoring/src/test/java/org/elasticsearch/xpack/monitoring/exporter/http/MockHttpResource.java,mockhttpresource,1,1
elasticsearch,elasticsearch/x-pack/plugin/transform/src/test/java/org/elasticsearch/xpack/transform/transforms/pivot/PivotTests.java,mymockclient,2,2
elasticsearch,elasticsearch/x-pack/plugin/sql/sql-client/src/test/java/org/elasticsearch/xpack/sql/client/HttpClientRequestTests.java,rawrequestmockwebserver,1,1
elasticsearch,elasticsearch/x-pack/plugin/sql/jdbc/src/test/java/org/elasticsearch/xpack/sql/jdbc/JdbcHttpClientRequestTests.java,rawrequestmockwebserver,1,1
guava,guava/guava-testlib/test/com/google/common/testing/EquivalenceTesterTest.java,mockequivalence,1,1
guava,guava/guava-testlib/src/com/google/common/util/concurrent/testing/MockFutureListener.java,mockfuturelistener,5,1
guava,guava/guava-tests/test/com/google/common/util/concurrent/ExecutionListTest.java,mockrunnable,2,2
guava,guava/guava-tests/test/com/google/common/util/concurrent/WrappingExecutorServiceTest.java,mockexecutor,3,1
guava,guava/guava-tests/test/com/google/common/util/concurrent/WrappingScheduledExecutorServiceTest.java,mockexecutor,3,1
guava,guava/guava-tests/test/com/google/common/base/FinalizableReferenceQueueTest.java,mockreference,1,1
guava,guava/android/guava-testlib/test/com/google/common/testing/EquivalenceTesterTest.java,mockequivalence,1,1
guava,guava/android/guava-testlib/src/com/google/common/util/concurrent/testing/MockFutureListener.java,mockfuturelistener,1,1
guava,guava/android/guava-tests/test/com/google/common/util/concurrent/ExecutionListTest.java,mockrunnable,1,1
guava,guava/android/guava-tests/test/com/google/common/util/concurrent/WrappingExecutorServiceTest.java,mockexecutor,1,1
guava,guava/android/guava-tests/test/com/google/common/util/concurrent/WrappingScheduledExecutorServiceTest.java,mockexecutor,1,1
guava,guava/android/guava-tests/test/com/google/common/base/FinalizableReferenceQueueTest.java,mockreference,1,1
lucene-solr,lucene-solr/lucene/benchmark/src/test/org/apache/lucene/benchmark/byTask/TestPerfTasksParse.java,mockcontentsource,2,2
lucene-solr,lucene-solr/lucene/benchmark/src/test/org/apache/lucene/benchmark/byTask/TestPerfTasksParse.java,mockquerymaker,2,2
lucene-solr,lucene-solr/lucene/suggest/src/test/org/apache/lucene/search/suggest/analyzing/FuzzySuggesterTest.java,mocktokeneatinganalyzer,2,1
lucene-solr,lucene-solr/lucene/suggest/src/test/org/apache/lucene/search/suggest/analyzing/AnalyzingSuggesterTest.java,mocktokeneatinganalyzer,4,3
lucene-solr,lucene-solr/lucene/suggest/src/test/org/apache/lucene/search/spell/TestSpellChecker.java,spellcheckermock,1,1
lucene-solr,lucene-solr/lucene/queryparser/src/test/org/apache/lucene/queryparser/util/QueryParserTestBase.java,mockcollationfilter,2,2
lucene-solr,lucene-solr/lucene/queryparser/src/test/org/apache/lucene/queryparser/util/QueryParserTestBase.java,mockcollationanalyzer,4,3
lucene-solr,lucene-solr/lucene/queryparser/src/test/org/apache/lucene/queryparser/classic/TestMultiFieldQueryParser.java,mocksynonymanalyzer,3,3
lucene-solr,lucene-solr/lucene/queryparser/src/test/org/apache/lucene/queryparser/classic/TestQueryParser.java,mockcjksynonymfilter,2,2
lucene-solr,lucene-solr/lucene/queryparser/src/test/org/apache/lucene/queryparser/classic/TestQueryParser.java,mockcjksynonymanalyzer,3,2
lucene-solr,lucene-solr/lucene/codecs/src/test/org/apache/lucene/codecs/lucene84/MockTermStateFactory.java,mocktermstatefactory,1,1
lucene-solr,lucene-solr/lucene/codecs/src/test/org/apache/lucene/codecs/uniformsplit/TestTermBytesComparator.java,mockblockreader,1,1
lucene-solr,lucene-solr/lucene/codecs/src/test/org/apache/lucene/codecs/uniformsplit/sharedterms/STBlockReaderTest.java,mockstblockline,1,1
lucene-solr,lucene-solr/lucene/codecs/src/test/org/apache/lucene/codecs/uniformsplit/sharedterms/STBlockReaderTest.java,mockstblockreader,4,2
lucene-solr,lucene-solr/lucene/codecs/src/test/org/apache/lucene/codecs/uniformsplit/sharedterms/STBlockReaderTest.java,mockblockheader,1,1
lucene-solr,lucene-solr/lucene/core/src/test/org/apache/lucene/codecs/perfield/TestPerFieldPostingsFormat2.java,mockcodec,11,4
lucene-solr,lucene-solr/lucene/core/src/test/org/apache/lucene/util/TestIOUtils.java,mockfilestore,3,2
lucene-solr,lucene-solr/lucene/core/src/test/org/apache/lucene/util/TestIOUtils.java,mocklinuxfilesystemprovider,6,3
lucene-solr,lucene-solr/lucene/core/src/test/org/apache/lucene/util/TestQueryBuilder.java,mocksynonymanalyzer,2,2
lucene-solr,lucene-solr/lucene/core/src/test/org/apache/lucene/util/TestQueryBuilder.java,mockcjksynonymfilter,1,1
lucene-solr,lucene-solr/lucene/core/src/test/org/apache/lucene/util/TestQueryBuilder.java,mockcjksynonymanalyzer,2,2
lucene-solr,lucene-solr/lucene/core/src/test/org/apache/lucene/util/TestQueryBuilder.java,mockboosttokenfilter,2,2
lucene-solr,lucene-solr/lucene/core/src/test/org/apache/lucene/search/TestCachingCollector.java,mockscorable,1,1
lucene-solr,lucene-solr/lucene/core/src/test/org/apache/lucene/search/TestIndexSearcher.java,rejectingmockexecutor,4,1
lucene-solr,lucene-solr/lucene/core/src/test/org/apache/lucene/index/TestIndexWriter.java,mockindexwriter,2,2
lucene-solr,lucene-solr/lucene/core/src/test/org/apache/lucene/index/TestFlushByRamOrCountsPolicy.java,mockdefaultflushpolicy,4,4
lucene-solr,lucene-solr/lucene/core/src/test/org/apache/lucene/store/TestLockFactory.java,mocklockfactory,5,5
lucene-solr,lucene-solr/lucene/core/src/test/org/apache/lucene/store/TestNativeFSLockFactory.java,mockbadpermissionsfilesystem,1,1
lucene-solr,lucene-solr/lucene/analysis/nori/src/test/org/apache/lucene/analysis/ko/StringMockResourceLoader.java,stringmockresourceloader,2,2
lucene-solr,lucene-solr/lucene/analysis/kuromoji/src/test/org/apache/lucene/analysis/ja/StringMockResourceLoader.java,stringmockresourceloader,6,3
lucene-solr,lucene-solr/lucene/analysis/common/src/test/org/apache/lucene/analysis/core/TestRandomChains.java,mockrandomanalyzer,13,6
lucene-solr,lucene-solr/lucene/analysis/common/src/test/org/apache/lucene/analysis/util/StringMockResourceLoader.java,stringmockresourceloader,6,3
lucene-solr,lucene-solr/lucene/analysis/common/src/test/org/apache/lucene/analysis/miscellaneous/TestKeywordMarkerFilter.java,lowercasefiltermock,2,2
lucene-solr,lucene-solr/lucene/analysis/common/src/test/org/apache/lucene/analysis/compound/TestCompoundWordTokenFilter.java,mockretainattributeimpl,3,3
lucene-solr,lucene-solr/lucene/analysis/common/src/test/org/apache/lucene/analysis/compound/TestCompoundWordTokenFilter.java,mockretainattributefilter,1,1
lucene-solr,lucene-solr/lucene/test-framework/src/test/org/apache/lucene/analysis/TestMockAnalyzer.java,testmockanalyzer,2,2
lucene-solr,lucene-solr/lucene/test-framework/src/test/org/apache/lucene/analysis/TestMockCharFilter.java,testmockcharfilter,1,1
lucene-solr,lucene-solr/lucene/test-framework/src/test/org/apache/lucene/analysis/TestMockSynonymFilter.java,testmocksynonymfilter,1,1
lucene-solr,lucene-solr/lucene/test-framework/src/test/org/apache/lucene/store/TestMockDirectoryWrapper.java,testmockdirectorywrapper,19,9
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/codecs/mockrandom/MockRandomPostingsFormat.java,mockrandompostingsformat,39,9
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockCharFilter.java,mockcharfilter,7,3
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockTokenFilter.java,mocktokenfilter,6,4
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockHoleInjectingTokenFilter.java,mockholeinjectingtokenfilter,3,3
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockPayloadAnalyzer.java,mockpayloadanalyzer,2,2
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockPayloadAnalyzer.java,mockpayloadfilter,4,4
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockRandomLookaheadTokenFilter.java,mockrandomlookaheadtokenfilter,2,2
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockGraphTokenFilter.java,mockgraphtokenfilter,4,4
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockFixedLengthPayloadFilter.java,mockfixedlengthpayloadfilter,3,3
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockUTF16TermAttributeImpl.java,mockutf16termattributeimpl,4,3
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockBytesAnalyzer.java,mockbytesanalyzer,4,3
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockVariableLengthPayloadFilter.java,mockvariablelengthpayloadfilter,2,2
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockTokenizer.java,mocktokenizer,22,5
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockLowerCaseFilter.java,mocklowercasefilter,1,1
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockSynonymAnalyzer.java,mocksynonymanalyzer,1,1
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockAnalyzer.java,mockanalyzer,9,7
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockSynonymFilter.java,mocksynonymfilter,1,1
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/analysis/MockReaderWrapper.java,mockreaderwrapper,2,2
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/index/BaseMergePolicyTestCase.java,mockmergecontext,4,2
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/index/MockRandomMergePolicy.java,mockrandommergepolicy,25,11
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/index/MockRandomMergePolicy.java,mockrandomonemerge,11,6
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/mockfile/MockFileSystemTestCase.java,mockfilesystemtestcase,3,3
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/store/MockDirectoryWrapper.java,mockdirectorywrapper,97,11
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/store/SlowClosingMockIndexInputWrapper.java,slowclosingmockindexinputwrapper,1,1
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/store/MockIndexOutputWrapper.java,mockindexoutputwrapper,18,6
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/store/MockIndexInputWrapper.java,mockindexinputwrapper,9,3
lucene-solr,lucene-solr/lucene/test-framework/src/java/org/apache/lucene/store/SlowOpeningMockIndexInputWrapper.java,slowopeningmockindexinputwrapper,1,1
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/handler/XmlUpdateRequestHandlerTest.java,mockupdaterequestprocessor,6,6
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/handler/admin/SecurityConfHandlerTest.java,mocksecurityhandler,2,2
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/handler/admin/TestCollectionAPIs.java,mockcollectionshandler,3,3
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/metrics/MockCounterSupplier.java,mockcountersupplier,1,1
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/metrics/MockMeterSupplier.java,mockmetersupplier,1,1
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/metrics/MockHistogramSupplier.java,mockhistogramsupplier,1,1
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/metrics/MockTimerSupplier.java,mocktimersupplier,1,1
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/metrics/reporters/SolrGraphiteReporterTest.java,mockgraphite,3,3
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/metrics/reporters/MockMetricReporter.java,mockmetricreporter,2,1
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/core/TestCoreContainer.java,mockcoreslocator,4,3
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/core/MockEventListener.java,mockeventlistener,1,1
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/core/MockInfoBean.java,mockinfobean,4,1
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/core/MockShardHandlerFactory.java,mockshardhandlerfactory,4,3
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/core/MockQuerySenderListenerReqHandler.java,mockquerysenderlistenerreqhandler,5,2
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/analysis/ThrowingMockTokenFilterFactory.java,throwingmocktokenfilterfactory,1,1
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/update/SoftAutoCommitTest.java,mockeventlistener,3,3
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/update/MockingHttp2SolrClient.java,mockinghttp2solrclient,1,1
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/update/MaxSizeAutoCommitTest.java,mockeventlistener,2,1
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/update/MockStreamingSolrClients.java,mockstreamingsolrclients,6,3
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/update/MockStreamingSolrClients.java,mocksolrclient,5,2
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/util/SimplePostToolTest.java,mockpagefetcher,7,6
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/util/MockCoreContainer.java,mockcorecontainer,4,4
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/util/MockCoreContainer.java,mockcoredescriptor,4,4
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/util/TestRTimerTree.java,mocktimerimpl,1,1
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/util/TestRTimerTree.java,mockrtimertree,2,2
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/security/TestRuleBasedAuthorizationPlugin.java,mockauthorizationcontext,4,2
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/security/MockAuthenticationPlugin.java,mockauthenticationplugin,2,2
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/security/MockAuthorizationPlugin.java,mockauthorizationplugin,5,3
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/security/MockAuditLoggerPlugin.java,mockauditloggerplugin,1,1
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/search/MockSearchComponent.java,mocksearchcomponent,2,1
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/search/TestIndexSearcher.java,mocksearchcomponent,3,2
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/search/TestIndexSearcher.java,mocksearcherlistener,4,2
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/search/similarities/MockConfigurableSimilarity.java,mockconfigurablesimilarity,1,1
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/schema/MockExchangeRateProvider.java,mockexchangerateprovider,3,3
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/cloud/ConnectionManagerTest.java,mockzkclientconnectionstrategy,4,4
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/cloud/TestAuthenticationFramework.java,mockauthenticationplugin,7,6
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/cloud/MockSimpleZkController.java,mocksimplezkcontroller,2,2
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/cloud/ClusterStateMockUtil.java,clusterstatemockutil,6,5
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/cloud/ZkControllerTest.java,mockcorecontainer,11,5
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/cloud/rule/RuleEngineTest.java,mocksnitch,1,1
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/cloud/autoscaling/TriggerSetPropertiesIntegrationTest.java,mocktrigger,3,3
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/cloud/autoscaling/HttpTriggerListenerTest.java,mockservice,2,2
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/spelling/ConjunctionSolrSpellCheckerTest.java,mocksolrspellchecker,2,2
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/rest/TestRestManager.java,mockanalysiscomponent,2,2
lucene-solr,lucene-solr/solr/core/src/test/org/apache/solr/rest/TestManagedResource.java,mockanalysiscomponent,2,2
lucene-solr,lucene-solr/solr/core/src/java/org/apache/solr/util/MockSearchableSolrClient.java,mocksearchablesolrclient,2,1
lucene-solr,lucene-solr/solr/contrib/dataimporthandler/src/test/org/apache/solr/handler/dataimport/TestSolrEntityProcessorUnit.java,nonextmockprocessor,2,2
lucene-solr,lucene-solr/solr/contrib/dataimporthandler/src/test/org/apache/solr/handler/dataimport/TestDocBuilder2.java,mocktransformer,1,1
lucene-solr,lucene-solr/solr/contrib/dataimporthandler/src/test/org/apache/solr/handler/dataimport/TestDocBuilder2.java,mockdatasource2,1,1
lucene-solr,lucene-solr/solr/contrib/dataimporthandler/src/test/org/apache/solr/handler/dataimport/MockSolrEntityProcessor.java,mocksolrentityprocessor,3,3
lucene-solr,lucene-solr/solr/contrib/dataimporthandler/src/test/org/apache/solr/handler/dataimport/MockStringDataSource.java,mockstringdatasource,1,1
lucene-solr,lucene-solr/solr/contrib/dataimporthandler/src/java/org/apache/solr/handler/dataimport/MockDataSource.java,mockdatasource,2,1
lucene-solr,lucene-solr/solr/contrib/clustering/src/test/org/apache/solr/handler/clustering/MockDocumentClusteringEngine.java,mockdocumentclusteringengine,4,3
lucene-solr,lucene-solr/solr/contrib/clustering/src/test/org/apache/solr/handler/clustering/carrot2/MockClusteringAlgorithm.java,mockclusteringalgorithm,3,1
